"URL","TAG","TEXT"
"https://pec.ac.in/faculty-affairs#main-content","a","Close modal"
"https://pec.ac.in/faculty-affairs#main-content","li","Electrical Engineering"
"https://pec.ac.in/faculty-affairs#main-content","a","Electrical Engineering"
"https://pec.ac.in/faculty-affairs#main-content","li","Electronics and Communication Engineering"
"https://pec.ac.in/faculty-affairs#main-content","a","Electronics and Communication Engineering"
"https://pec.ac.in/faculty-affairs#main-content","li","Production and Industrial Engineering"
"https://pec.ac.in/faculty-affairs#main-content","a","Production and Industrial Engineering"
"https://pec.ac.in/faculty-affairs#main-content","li","Guidelines for Engaging Faculty in PEC"
"https://pec.ac.in/faculty-affairs#main-content","a","Guidelines for Engaging Faculty in PEC"
"https://pec.ac.in/faculty-affairs#main-content","li","Qualifications for Humanities and Management & TQM"
"https://pec.ac.in/faculty-affairs#main-content","a","Qualifications for Humanities and Management & TQM"
"https://pec.ac.in/faculty-affairs#main-content","li","Provision of Emeritus/Visiting/Chair Professor"
"https://pec.ac.in/faculty-affairs#main-content","a","Provision of Emeritus/Visiting/Chair Professor"
"https://pec.ac.in/faculty-affairs#main-content","li","Engagement of Adjunct Faculty at PEC"
"https://pec.ac.in/faculty-affairs#main-content","a","Engagement of Adjunct Faculty at PEC"
"https://pec.ac.in/faculty-affairs#main-content","li","Selection Process for Direct Recruitment"
"https://pec.ac.in/faculty-affairs#main-content","a","Selection Process for Direct Recruitment"
"https://pec.ac.in/faculty-affairs#main-content","li","UGC 2010"
"https://pec.ac.in/faculty-affairs#main-content","a","UGC 2010"
"https://pec.ac.in/faculty-affairs#main-content","li","UGC 2013"
"https://pec.ac.in/faculty-affairs#main-content","a","UGC 2013"
"https://pec.ac.in/faculty-affairs#main-content","li","UGC 2016"
"https://pec.ac.in/faculty-affairs#main-content","a","UGC 2016"
"https://pec.ac.in/faculty-affairs#main-content","li","Selection Process"
"https://pec.ac.in/faculty-affairs#main-content","a","Selection Process"
"https://pec.ac.in/faculty-affairs#main-content","li","PBAS"
"https://pec.ac.in/faculty-affairs#main-content","a","PBAS"
"https://pec.ac.in/faculty-affairs#main-content","li","Guidelines for Re-employment of Supperannuated Teachers"
"https://pec.ac.in/faculty-affairs#main-content","a","Guidelines for Re-employment of Supperannuated Teachers"
"https://pec.ac.in/faculty-affairs#main-content","li","PDA Guidelines"
"https://pec.ac.in/faculty-affairs#main-content","a","PDA Guidelines"
"https://pec.ac.in/faculty-affairs#main-content","li","PDA Form"
"https://pec.ac.in/faculty-affairs#main-content","a","PDA Form"
"https://pec.ac.in/faculty-affairs#main-content","li","PDF"
"https://pec.ac.in/faculty-affairs#main-content","a","PDF"
"https://pec.ac.in/faculty-affairs#main-content","li","Special Casual Leave"
"https://pec.ac.in/faculty-affairs#main-content","a","Special Casual Leave"
"https://pec.ac.in/faculty-affairs#main-content","li","Study Leave"
"https://pec.ac.in/faculty-affairs#main-content","a","Study Leave"
"https://pec.ac.in/faculty-affairs#main-content","li","Child Care Leave"
"https://pec.ac.in/faculty-affairs#main-content","a","Child Care Leave"
"https://pec.ac.in/faculty-affairs#main-content","li","Sabbatical Leave Rules"
"https://pec.ac.in/faculty-affairs#main-content","a","Sabbatical Leave Rules"
"https://pec.ac.in/faculty-affairs#main-content","li","Administrative Duties"
"https://pec.ac.in/faculty-affairs#main-content","a","Administrative Duties"
"https://pec.ac.in/faculty-affairs#main-content","li","Faculty/Alumni/Staff Awards"
"https://pec.ac.in/faculty-affairs#main-content","a","Faculty/Alumni/Staff Awards"
"https://pec.ac.in/faculty-affairs#main-content","li","Allowance to Functionaries"
"https://pec.ac.in/faculty-affairs#main-content","a","Allowance to Functionaries"
"https://pec.ac.in/faculty-affairs#main-content","li","Application for LTC"
"https://pec.ac.in/faculty-affairs#main-content","a","Application for LTC"
"https://pec.ac.in/faculty-affairs#main-content","li","Criteria for Ex-India Leave"
"https://pec.ac.in/faculty-affairs#main-content","a","Criteria for Ex-India Leave"
"https://pec.ac.in/faculty-affairs#main-content","li","LTC along with Leave Encashment"
"https://pec.ac.in/faculty-affairs#main-content","a","LTC along with Leave Encashment"
"https://pec.ac.in/faculty-affairs#main-content","li","Retirement Age"
"https://pec.ac.in/faculty-affairs#main-content","a","Retirement Age"
"https://pec.ac.in/faculty-affairs#main-content","li","Undertaking for Ex-India Leave"
"https://pec.ac.in/faculty-affairs#main-content","a","Undertaking for Ex-India Leave"
"https://pec.ac.in/faculty-affairs#main-content","h3","Research"
"https://pec.ac.in/faculty-affairs#main-content","li","Overview"
"https://pec.ac.in/faculty-affairs#main-content","a","Overview"
"https://pec.ac.in/faculty-affairs#main-content","li","Research Groups"
"https://pec.ac.in/faculty-affairs#main-content","a","Research Groups"
"https://pec.ac.in/faculty-affairs#main-content","li","Sponsored Research"
"https://pec.ac.in/faculty-affairs#main-content","a","Sponsored Research"
"https://pec.ac.in/faculty-affairs#main-content","li","Consultancy"
"https://pec.ac.in/faculty-affairs#main-content","a","Consultancy"
"https://pec.ac.in/faculty-affairs#main-content","li","Collaborations"
"https://pec.ac.in/faculty-affairs#main-content","a","Collaborations"
"https://pec.ac.in/faculty-affairs#main-content","li","In-House Projects"
"https://pec.ac.in/faculty-affairs#main-content","a","In-House Projects"
"https://pec.ac.in/faculty-affairs#main-content","h3","Academics"
"https://pec.ac.in/faculty-affairs#main-content","li","Time Tables"
"https://pec.ac.in/faculty-affairs#main-content","a","Time Tables"
"https://pec.ac.in/faculty-affairs#main-content","li","Examination"
"https://pec.ac.in/faculty-affairs#main-content","a","Examination"
"https://pec.ac.in/faculty-affairs#main-content","li","Academic Calendar"
"https://pec.ac.in/faculty-affairs#main-content","a","Academic Calendar"
"https://pec.ac.in/faculty-affairs#main-content","li","Undergraduate Programme"
"https://pec.ac.in/faculty-affairs#main-content","a","Undergraduate Programme"
"https://pec.ac.in/faculty-affairs#main-content","li","Postgraduate Programme"
"https://pec.ac.in/faculty-affairs#main-content","a","Postgraduate Programme"
"https://pec.ac.in/faculty-affairs#main-content","li","PhD Programme"
"https://pec.ac.in/faculty-affairs#main-content","a","PhD Programme"
"https://pec.ac.in/faculty-affairs#main-content","h3","Facilities"
"https://pec.ac.in/faculty-affairs#main-content","li","Library"
"https://pec.ac.in/faculty-affairs#main-content","a","Library"
"https://pec.ac.in/faculty-affairs#main-content","li","Computer Centre"
"https://pec.ac.in/faculty-affairs#main-content","a","Computer Centre"
"https://pec.ac.in/faculty-affairs#main-content","li","Sports"
"https://pec.ac.in/faculty-affairs#main-content","a","Sports"
"https://pec.ac.in/faculty-affairs#main-content","li","Hostels"
"https://pec.ac.in/faculty-affairs#main-content","a","Hostels"
"https://pec.ac.in/faculty-affairs#main-content","li","Medical Facility"
"https://pec.ac.in/faculty-affairs#main-content","a","Medical Facility"
"https://pec.ac.in/faculty-affairs#main-content","li","Workshops"
"https://pec.ac.in/faculty-affairs#main-content","a","Workshops"
"https://pec.ac.in/faculty-affairs#main-content","h3","Information"
"https://pec.ac.in/faculty-affairs#main-content","li","E-Notices"
"https://pec.ac.in/faculty-affairs#main-content","a","E-Notices"
"https://pec.ac.in/faculty-affairs#main-content","li","Multimedia"
"https://pec.ac.in/faculty-affairs#main-content","a","Multimedia"
"https://pec.ac.in/faculty-affairs#main-content","li","Brochure & Prospectus"
"https://pec.ac.in/faculty-affairs#main-content","a","Brochure & Prospectus"
"https://pec.ac.in/faculty-affairs#main-content","li","CRIKC"
"https://pec.ac.in/faculty-affairs#main-content","a","CRIKC"
"https://pec.ac.in/faculty-affairs#main-content","li","Sexual Harassment Complaints"
"https://pec.ac.in/faculty-affairs#main-content","a","Sexual Harassment Complaints"
"https://pec.ac.in/faculty-affairs#main-content","li","Website Credits"
"https://pec.ac.in/faculty-affairs#main-content","a","Website Credits"
"https://pec.ac.in/faculty-affairs#main-content","p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"https://pec.ac.in/faculty-affairs#main-content","li","Web Editor"
"https://pec.ac.in/faculty-affairs#main-content","a","Web Editor"
"https://pec.ac.in/faculty-affairs#main-content","li","Anti-Ragging"
"https://pec.ac.in/faculty-affairs#main-content","a","Anti-Ragging"
"https://pec.ac.in/faculty-affairs#main-content","li","Privacy Statement"
"https://pec.ac.in/faculty-affairs#main-content","a","Privacy Statement"
"https://pec.ac.in/faculty-affairs#main-content","li","Report Copyright Infringement"
"https://pec.ac.in/faculty-affairs#main-content","a","Report Copyright Infringement"
"https://pec.ac.in/faculty-affairs#0","a","Skip to main content"
"https://pec.ac.in/faculty-affairs#0","li","Alumni"
"https://pec.ac.in/faculty-affairs#0","a","Alumni"
"https://pec.ac.in/faculty-affairs#0","li","Webmail"
"https://pec.ac.in/faculty-affairs#0","a","Webmail"
"https://pec.ac.in/faculty-affairs#0","li","Jobs"
"https://pec.ac.in/faculty-affairs#0","a","Jobs"
"https://pec.ac.in/faculty-affairs#0","li","Tenders"
"https://pec.ac.in/faculty-affairs#0","a","Tenders"
"https://pec.ac.in/faculty-affairs#0","li","Office Orders"
"https://pec.ac.in/faculty-affairs#0","a","Office Orders"
"https://pec.ac.in/faculty-affairs#0","li","NIRF"
"https://pec.ac.in/faculty-affairs#0","a","NIRF"
"https://pec.ac.in/faculty-affairs#0","li","RTI"
"https://pec.ac.in/faculty-affairs#0","a","RTI"
"https://pec.ac.in/faculty-affairs#0","li","Placements"
"https://pec.ac.in/faculty-affairs#0","a","Placements"
"https://pec.ac.in/faculty-affairs#0","li","Contact Us"
"https://pec.ac.in/faculty-affairs#0","a","Contact Us"
"https://pec.ac.in/faculty-affairs#0","li","Search"
"https://pec.ac.in/faculty-affairs#0","li","Home"
"https://pec.ac.in/faculty-affairs#0","a","Home"
"https://pec.ac.in/faculty-affairs#0","li","Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports"
"https://pec.ac.in/faculty-affairs#0","a","Institute"
"https://pec.ac.in/faculty-affairs#0","li","History"
"https://pec.ac.in/faculty-affairs#0","a","History"
"https://pec.ac.in/faculty-affairs#0","li","Vision & Mission"
"https://pec.ac.in/faculty-affairs#0","a","Vision & Mission"
"https://pec.ac.in/faculty-affairs#0","li","Campus"
"https://pec.ac.in/faculty-affairs#0","a","Campus"
"https://pec.ac.in/faculty-affairs#0","li","Location"
"https://pec.ac.in/faculty-affairs#0","a","Location"
"https://pec.ac.in/faculty-affairs#0","li","News and Events"
"https://pec.ac.in/faculty-affairs#0","a","News and Events"
"https://pec.ac.in/faculty-affairs#0","li","Tenders & Quotations"
"https://pec.ac.in/faculty-affairs#0","a","Tenders & Quotations"
"https://pec.ac.in/faculty-affairs#0","li","Balance Sheets"
"https://pec.ac.in/faculty-affairs#0","a","Balance Sheets"
"https://pec.ac.in/faculty-affairs#0","li","Rules, Guidelines & Forms"
"https://pec.ac.in/faculty-affairs#0","a","Rules, Guidelines & Forms"
"https://pec.ac.in/faculty-affairs#0","li","Faculty Affairs"
"https://pec.ac.in/faculty-affairs#0","a","Faculty Affairs"
"https://pec.ac.in/faculty-affairs#0","li","IQAC Reports"
"https://pec.ac.in/faculty-affairs#0","a","IQAC Reports"
"https://pec.ac.in/faculty-affairs#0","li","Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings"
"https://pec.ac.in/faculty-affairs#0","a","Administration"
"https://pec.ac.in/faculty-affairs#0","li","Board Of Governors"
"https://pec.ac.in/faculty-affairs#0","a","Board Of Governors"
"https://pec.ac.in/faculty-affairs#0","li","Chairman, Board of Governors"
"https://pec.ac.in/faculty-affairs#0","a","Chairman, Board of Governors"
"https://pec.ac.in/faculty-affairs#0","li","Director"
"https://pec.ac.in/faculty-affairs#0","a","Director"
"https://pec.ac.in/faculty-affairs#0","li","Senate Members"
"https://pec.ac.in/faculty-affairs#0","a","Senate Members"
"https://pec.ac.in/faculty-affairs#0","li","Building & Works Committee"
"https://pec.ac.in/faculty-affairs#0","a","Building & Works Committee"
"https://pec.ac.in/faculty-affairs#0","li","Finance Committee"
"https://pec.ac.in/faculty-affairs#0","a","Finance Committee"
"https://pec.ac.in/faculty-affairs#0","li","Grievance Redressal Committee"
"https://pec.ac.in/faculty-affairs#0","a","Grievance Redressal Committee"
"https://pec.ac.in/faculty-affairs#0","li","Institute Functionaries"
"https://pec.ac.in/faculty-affairs#0","a","Institute Functionaries"
"https://pec.ac.in/faculty-affairs#0","li","Minutes of Meetings"
"https://pec.ac.in/faculty-affairs#0","a","Minutes of Meetings"
"https://pec.ac.in/faculty-affairs#0","li","Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal"
"https://pec.ac.in/faculty-affairs#0","a","Programmes"
"https://pec.ac.in/faculty-affairs#0","li","Undergraduate"
"https://pec.ac.in/faculty-affairs#0","a","Undergraduate"
"https://pec.ac.in/faculty-affairs#0","li","Postgraduate"
"https://pec.ac.in/faculty-affairs#0","a","Postgraduate"
"https://pec.ac.in/faculty-affairs#0","li","Doctorate"
"https://pec.ac.in/faculty-affairs#0","a","Doctorate"
"https://pec.ac.in/faculty-affairs#0","li","Academic Support for Students"
"https://pec.ac.in/faculty-affairs#0","a","Academic Support for Students"
"https://pec.ac.in/faculty-affairs#0","li","Accreditation"
"https://pec.ac.in/faculty-affairs#0","a","Accreditation"
"https://pec.ac.in/faculty-affairs#0","li","Scholarships"
"https://pec.ac.in/faculty-affairs#0","a","Scholarships"
"https://pec.ac.in/faculty-affairs#0","li","IQAC Reports"
"https://pec.ac.in/faculty-affairs#0","a","IQAC Reports"
"https://pec.ac.in/faculty-affairs#0","li","E-Academic Portal"
"https://pec.ac.in/faculty-affairs#0","a","E-Academic Portal"
"https://pec.ac.in/faculty-affairs#0","li","Admissions"
"https://pec.ac.in/faculty-affairs#0","a","Admissions"
"https://pec.ac.in/faculty-affairs#0","li","Academic Units Departments Centres"
"https://pec.ac.in/faculty-affairs#0","a","Academic Units"
"https://pec.ac.in/faculty-affairs#0","li","Departments"
"https://pec.ac.in/faculty-affairs#0","a","Departments"
"https://pec.ac.in/faculty-affairs#0","li","Centres"
"https://pec.ac.in/faculty-affairs#0","a","Centres"
"https://pec.ac.in/faculty-affairs#0","li","Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts"
"https://pec.ac.in/faculty-affairs#0","a","Research"
"https://pec.ac.in/faculty-affairs#0","li","Overview"
"https://pec.ac.in/faculty-affairs#0","a","Overview"
"https://pec.ac.in/faculty-affairs#0","li","Research Groups"
"https://pec.ac.in/faculty-affairs#0","a","Research Groups"
"https://pec.ac.in/faculty-affairs#0","li","Sponsored Research"
"https://pec.ac.in/faculty-affairs#0","a","Sponsored Research"
"https://pec.ac.in/faculty-affairs#0","li","In-House Projects"
"https://pec.ac.in/faculty-affairs#0","a","In-House Projects"
"https://pec.ac.in/faculty-affairs#0","li","Consultancy"
"https://pec.ac.in/faculty-affairs#0","a","Consultancy"
"https://pec.ac.in/faculty-affairs#0","li","Courses and Conferences"
"https://pec.ac.in/faculty-affairs#0","a","Courses and Conferences"
"https://pec.ac.in/faculty-affairs#0","li","Young Research Fellows Programme"
"https://pec.ac.in/faculty-affairs#0","a","Young Research Fellows Programme"
"https://pec.ac.in/faculty-affairs#0","li","Norms and Forms"
"https://pec.ac.in/faculty-affairs#0","a","Norms and Forms"
"https://pec.ac.in/faculty-affairs#0","li","Contacts"
"https://pec.ac.in/faculty-affairs#0","a","Contacts"
"https://pec.ac.in/faculty-affairs#0","li","Campus Life Students Facilities Online Fee Payment"
"https://pec.ac.in/faculty-affairs#0","a","Campus Life"
"https://pec.ac.in/faculty-affairs#0","li","Students"
"https://pec.ac.in/faculty-affairs#0","a","Students"
"https://pec.ac.in/faculty-affairs#0","li","Facilities"
"https://pec.ac.in/faculty-affairs#0","a","Facilities"
"https://pec.ac.in/faculty-affairs#0","li","Online Fee Payment"
"https://pec.ac.in/faculty-affairs#0","a","Online Fee Payment"
"https://pec.ac.in/faculty-affairs#0","a","-A"
"https://pec.ac.in/faculty-affairs#0","a","A"
"https://pec.ac.in/faculty-affairs#0","a","+A"
"https://pec.ac.in/faculty-affairs#0","h3","Institute"
"https://pec.ac.in/faculty-affairs#0","li","Institute"
"https://pec.ac.in/faculty-affairs#0","a","Institute"
"https://pec.ac.in/faculty-affairs#0","li","History"
"https://pec.ac.in/faculty-affairs#0","a","History"
"https://pec.ac.in/faculty-affairs#0","li","Vision & Mission"
"https://pec.ac.in/faculty-affairs#0","a","Vision & Mission"
"https://pec.ac.in/faculty-affairs#0","li","Campus"
"https://pec.ac.in/faculty-affairs#0","a","Campus"
"https://pec.ac.in/faculty-affairs#0","li","Location"
"https://pec.ac.in/faculty-affairs#0","a","Location"
"https://pec.ac.in/faculty-affairs#0","li","Top Stories"
"https://pec.ac.in/faculty-affairs#0","a","Top Stories"
"https://pec.ac.in/faculty-affairs#0","li","PEC Anthem"
"https://pec.ac.in/faculty-affairs#0","a","PEC Anthem"
"https://pec.ac.in/faculty-affairs#0","li","News & Events"
"https://pec.ac.in/faculty-affairs#0","a","News & Events"
"https://pec.ac.in/faculty-affairs#0","li","Rules, Guidelines & Forms"
"https://pec.ac.in/faculty-affairs#0","a","Rules, Guidelines & Forms"
"https://pec.ac.in/faculty-affairs#0","li","Office Orders"
"https://pec.ac.in/faculty-affairs#0","a","Office Orders"
"https://pec.ac.in/faculty-affairs#0","li","Tenders and Quotations"
"https://pec.ac.in/faculty-affairs#0","a","Tenders and Quotations"
"https://pec.ac.in/faculty-affairs#0","li","Job Openings"
"https://pec.ac.in/faculty-affairs#0","a","Job Openings"
"https://pec.ac.in/faculty-affairs#0","p","Quick Links"
"https://pec.ac.in/faculty-affairs#0","a","Quick Links"
"https://pec.ac.in/faculty-affairs#0","li","Alumni"
"https://pec.ac.in/faculty-affairs#0","a","Alumni"
"https://pec.ac.in/faculty-affairs#0","li","Central Library"
"https://pec.ac.in/faculty-affairs#0","a","Central Library"
"https://pec.ac.in/faculty-affairs#0","li","TEQIP III"
"https://pec.ac.in/faculty-affairs#0","a","TEQIP III"
"https://pec.ac.in/faculty-affairs#0","li","Admissions"
"https://pec.ac.in/faculty-affairs#0","a","Admissions"
"https://pec.ac.in/faculty-affairs#0","li","Placement"
"https://pec.ac.in/faculty-affairs#0","a","Placement"
"https://pec.ac.in/faculty-affairs#0","li","Tenders"
"https://pec.ac.in/faculty-affairs#0","a","Tenders"
"https://pec.ac.in/faculty-affairs#0","a","Close modal"
"https://pec.ac.in/faculty-affairs#0","li","Electrical Engineering"
"https://pec.ac.in/faculty-affairs#0","a","Electrical Engineering"
"https://pec.ac.in/faculty-affairs#0","li","Electronics and Communication Engineering"
"https://pec.ac.in/faculty-affairs#0","a","Electronics and Communication Engineering"
"https://pec.ac.in/faculty-affairs#0","li","Production and Industrial Engineering"
"https://pec.ac.in/faculty-affairs#0","a","Production and Industrial Engineering"
"https://pec.ac.in/faculty-affairs#0","li","Guidelines for Engaging Faculty in PEC"
"https://pec.ac.in/faculty-affairs#0","a","Guidelines for Engaging Faculty in PEC"
"https://pec.ac.in/faculty-affairs#0","li","Qualifications for Humanities and Management & TQM"
"https://pec.ac.in/faculty-affairs#0","a","Qualifications for Humanities and Management & TQM"
"https://pec.ac.in/faculty-affairs#0","li","Provision of Emeritus/Visiting/Chair Professor"
"https://pec.ac.in/faculty-affairs#0","a","Provision of Emeritus/Visiting/Chair Professor"
"https://pec.ac.in/faculty-affairs#0","li","Engagement of Adjunct Faculty at PEC"
"https://pec.ac.in/faculty-affairs#0","a","Engagement of Adjunct Faculty at PEC"
"https://pec.ac.in/faculty-affairs#0","li","Selection Process for Direct Recruitment"
"https://pec.ac.in/faculty-affairs#0","a","Selection Process for Direct Recruitment"
"https://pec.ac.in/faculty-affairs#0","li","UGC 2010"
"https://pec.ac.in/faculty-affairs#0","a","UGC 2010"
"https://pec.ac.in/faculty-affairs#0","li","UGC 2013"
"https://pec.ac.in/faculty-affairs#0","a","UGC 2013"
"https://pec.ac.in/faculty-affairs#0","li","UGC 2016"
"https://pec.ac.in/faculty-affairs#0","a","UGC 2016"
"https://pec.ac.in/faculty-affairs#0","li","Selection Process"
"https://pec.ac.in/faculty-affairs#0","a","Selection Process"
"https://pec.ac.in/faculty-affairs#0","li","PBAS"
"https://pec.ac.in/faculty-affairs#0","a","PBAS"
"https://pec.ac.in/faculty-affairs#0","li","Guidelines for Re-employment of Supperannuated Teachers"
"https://pec.ac.in/faculty-affairs#0","a","Guidelines for Re-employment of Supperannuated Teachers"
"https://pec.ac.in/faculty-affairs#0","li","PDA Guidelines"
"https://pec.ac.in/faculty-affairs#0","a","PDA Guidelines"
"https://pec.ac.in/faculty-affairs#0","li","PDA Form"
"https://pec.ac.in/faculty-affairs#0","a","PDA Form"
"https://pec.ac.in/faculty-affairs#0","li","PDF"
"https://pec.ac.in/faculty-affairs#0","a","PDF"
"https://pec.ac.in/faculty-affairs#0","li","Special Casual Leave"
"https://pec.ac.in/faculty-affairs#0","a","Special Casual Leave"
"https://pec.ac.in/faculty-affairs#0","li","Study Leave"
"https://pec.ac.in/faculty-affairs#0","a","Study Leave"
"https://pec.ac.in/faculty-affairs#0","li","Child Care Leave"
"https://pec.ac.in/faculty-affairs#0","a","Child Care Leave"
"https://pec.ac.in/faculty-affairs#0","li","Sabbatical Leave Rules"
"https://pec.ac.in/faculty-affairs#0","a","Sabbatical Leave Rules"
"https://pec.ac.in/faculty-affairs#0","li","Administrative Duties"
"https://pec.ac.in/faculty-affairs#0","a","Administrative Duties"
"https://pec.ac.in/faculty-affairs#0","li","Faculty/Alumni/Staff Awards"
"https://pec.ac.in/faculty-affairs#0","a","Faculty/Alumni/Staff Awards"
"https://pec.ac.in/faculty-affairs#0","li","Allowance to Functionaries"
"https://pec.ac.in/faculty-affairs#0","a","Allowance to Functionaries"
"https://pec.ac.in/faculty-affairs#0","li","Application for LTC"
"https://pec.ac.in/faculty-affairs#0","a","Application for LTC"
"https://pec.ac.in/faculty-affairs#0","li","Criteria for Ex-India Leave"
"https://pec.ac.in/faculty-affairs#0","a","Criteria for Ex-India Leave"
"https://pec.ac.in/faculty-affairs#0","li","LTC along with Leave Encashment"
"https://pec.ac.in/faculty-affairs#0","a","LTC along with Leave Encashment"
"https://pec.ac.in/faculty-affairs#0","li","Retirement Age"
"https://pec.ac.in/faculty-affairs#0","a","Retirement Age"
"https://pec.ac.in/faculty-affairs#0","li","Undertaking for Ex-India Leave"
"https://pec.ac.in/faculty-affairs#0","a","Undertaking for Ex-India Leave"
"https://pec.ac.in/faculty-affairs#0","h3","Research"
"https://pec.ac.in/faculty-affairs#0","li","Overview"
"https://pec.ac.in/faculty-affairs#0","a","Overview"
"https://pec.ac.in/faculty-affairs#0","li","Research Groups"
"https://pec.ac.in/faculty-affairs#0","a","Research Groups"
"https://pec.ac.in/faculty-affairs#0","li","Sponsored Research"
"https://pec.ac.in/faculty-affairs#0","a","Sponsored Research"
"https://pec.ac.in/faculty-affairs#0","li","Consultancy"
"https://pec.ac.in/faculty-affairs#0","a","Consultancy"
"https://pec.ac.in/faculty-affairs#0","li","Collaborations"
"https://pec.ac.in/faculty-affairs#0","a","Collaborations"
"https://pec.ac.in/faculty-affairs#0","li","In-House Projects"
"https://pec.ac.in/faculty-affairs#0","a","In-House Projects"
"https://pec.ac.in/faculty-affairs#0","h3","Academics"
"https://pec.ac.in/faculty-affairs#0","li","Time Tables"
"https://pec.ac.in/faculty-affairs#0","a","Time Tables"
"https://pec.ac.in/faculty-affairs#0","li","Examination"
"https://pec.ac.in/faculty-affairs#0","a","Examination"
"https://pec.ac.in/faculty-affairs#0","li","Academic Calendar"
"https://pec.ac.in/faculty-affairs#0","a","Academic Calendar"
"https://pec.ac.in/faculty-affairs#0","li","Undergraduate Programme"
"https://pec.ac.in/faculty-affairs#0","a","Undergraduate Programme"
"https://pec.ac.in/faculty-affairs#0","li","Postgraduate Programme"
"https://pec.ac.in/faculty-affairs#0","a","Postgraduate Programme"
"https://pec.ac.in/faculty-affairs#0","li","PhD Programme"
"https://pec.ac.in/faculty-affairs#0","a","PhD Programme"
"https://pec.ac.in/faculty-affairs#0","h3","Facilities"
"https://pec.ac.in/faculty-affairs#0","li","Library"
"https://pec.ac.in/faculty-affairs#0","a","Library"
"https://pec.ac.in/faculty-affairs#0","li","Computer Centre"
"https://pec.ac.in/faculty-affairs#0","a","Computer Centre"
"https://pec.ac.in/faculty-affairs#0","li","Sports"
"https://pec.ac.in/faculty-affairs#0","a","Sports"
"https://pec.ac.in/faculty-affairs#0","li","Hostels"
"https://pec.ac.in/faculty-affairs#0","a","Hostels"
"https://pec.ac.in/faculty-affairs#0","li","Medical Facility"
"https://pec.ac.in/faculty-affairs#0","a","Medical Facility"
"https://pec.ac.in/faculty-affairs#0","li","Workshops"
"https://pec.ac.in/faculty-affairs#0","a","Workshops"
"https://pec.ac.in/faculty-affairs#0","h3","Information"
"https://pec.ac.in/faculty-affairs#0","li","E-Notices"
"https://pec.ac.in/faculty-affairs#0","a","E-Notices"
"https://pec.ac.in/faculty-affairs#0","li","Multimedia"
"https://pec.ac.in/faculty-affairs#0","a","Multimedia"
"https://pec.ac.in/faculty-affairs#0","li","Brochure & Prospectus"
"https://pec.ac.in/faculty-affairs#0","a","Brochure & Prospectus"
"https://pec.ac.in/faculty-affairs#0","li","CRIKC"
"https://pec.ac.in/faculty-affairs#0","a","CRIKC"
"https://pec.ac.in/faculty-affairs#0","li","Sexual Harassment Complaints"
"https://pec.ac.in/faculty-affairs#0","a","Sexual Harassment Complaints"
"https://pec.ac.in/faculty-affairs#0","li","Website Credits"
"https://pec.ac.in/faculty-affairs#0","a","Website Credits"
"https://pec.ac.in/faculty-affairs#0","p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"https://pec.ac.in/faculty-affairs#0","li","Web Editor"
"https://pec.ac.in/faculty-affairs#0","a","Web Editor"
"https://pec.ac.in/faculty-affairs#0","li","Anti-Ragging"
"https://pec.ac.in/faculty-affairs#0","a","Anti-Ragging"
"https://pec.ac.in/faculty-affairs#0","li","Privacy Statement"
"https://pec.ac.in/faculty-affairs#0","a","Privacy Statement"
"https://pec.ac.in/faculty-affairs#0","li","Report Copyright Infringement"
"https://pec.ac.in/faculty-affairs#0","a","Report Copyright Infringement"
"https://pec.ac.in/research-groups-recent-interests-faculty","a","Skip to main content"
"https://pec.ac.in/research-groups-recent-interests-faculty","li","Alumni"
"https://pec.ac.in/research-groups-recent-interests-faculty","a","Alumni"
"https://pec.ac.in/research-groups-recent-interests-faculty","li","Webmail"
"https://pec.ac.in/research-groups-recent-interests-faculty","a","Webmail"
"https://pec.ac.in/research-groups-recent-interests-faculty","li","Jobs"
"https://pec.ac.in/research-groups-recent-interests-faculty","a","Jobs"
"https://pec.ac.in/research-groups-recent-interests-faculty","li","Tenders"
"https://pec.ac.in/research-groups-recent-interests-faculty","a","Tenders"
"https://pec.ac.in/research-groups-recent-interests-faculty","li","Office Orders"
"https://pec.ac.in/research-groups-recent-interests-faculty","a","Office Orders"
"https://pec.ac.in/research-groups-recent-interests-faculty","li","NIRF"
"https://pec.ac.in/research-groups-recent-interests-faculty","a","NIRF"
"https://pec.ac.in/research-groups-recent-interests-faculty","li","RTI"
"https://pec.ac.in/research-groups-recent-interests-faculty","a","RTI"
"https://pec.ac.in/research-groups-recent-interests-faculty","li","Placements"
"https://pec.ac.in/research-groups-recent-interests-faculty","a","Placements"
"https://pec.ac.in/research-groups-recent-interests-faculty","li","Contact Us"
"https://pec.ac.in/research-groups-recent-interests-faculty","a","Contact Us"
